n	y[n]	INTEG(y[n])
1661	1344	23756
1662	1348	23761
1663	1343	23766
1664	1347	23771
1665	1342	23777
1666	1346	23782
1667	1340	23787
1668	1344	23792
1669	1339	23798
1670	1343	23803
1671	1338	23808
1672	1341	23813
1673	1336	23818
1674	1340	23824
1675	1335	23829
1676	1339	23834
1677	1334	23839
1678	1338	23845
1679	1332	23850
1680	1336	23855
1681	1331	23860
1682	1335	23865
1683	1330	23871
1684	1334	23876
1685	1328	23881
1686	1332	23886
1687	1327	23891
1688	1331	23897
1689	1326	23902
1690	1330	23907
1691	1324	23912
1692	1328	23917
1693	1323	23922
1694	1327	23928
1695	1322	23933
1696	1326	23938
1697	1321	23943
1698	1325	23948
1699	1319	23954
1700	1323	23959
1701	1318	23964
1702	1322	23969
1703	1317	23974
1704	1321	23979
1705	1316	23984
1706	1320	23990
1707	1314	23995
1708	1318	24000
1709	1313	24005
1710	1317	24010
1711	1312	24015
1712	1316	24020
1713	1311	24026
1714	1315	24031
1715	1309	24036
1716	1313	24041
1717	1308	24046
1718	1312	24051
1719	1307	24056
1720	1311	24061
1721	1306	24066
1722	1310	24072
1723	1305	24077
1724	1308	24082
1725	1303	24087
1726	1307	24092
1727	1302	24097
1728	1306	24102
1729	1301	24107
1730	1305	24112
1731	1300	24117
1732	1304	24123
1733	1299	24128
1734	1302	24133
1735	1297	24138
1736	1301	24143
1737	1296	24148
1738	1300	24153
1739	1295	24158
1740	1299	24163
1741	1294	24168
1742	1298	24173
1743	1293	24178
1744	1297	24183
1745	1292	24188
1746	1295	24193
1747	1290	24198
1748	1294	24204
1749	1289	24209
1750	1293	24214
1751	1288	24219
1752	1292	24224
1753	1287	24229
1754	1291	24234
1755	1286	24239
1756	1290	24244
1757	1285	24249
1758	1289	24254
1759	1284	24259
1760	1287	24264
1761	1282	24269
1762	1286	24274
1763	1281	24279
1764	1285	24284
1765	1280	24289
1766	1284	24294
1767	1279	24299
1768	1283	24304
1769	1278	24309
1770	1282	24314
1771	1277	24319
1772	1281	24324
1773	1276	24329
1774	1280	24334
1775	1275	24339
1776	1279	24344
1777	1274	24349
1778	1278	24354
1779	1273	24359
1780	1276	24364
1781	1271	24369
1782	1275	24374
1783	1270	24379
1784	1274	24384
1785	1269	24389
1786	1273	24394
1787	1268	24399
1788	1272	24404
1789	1267	24409
1790	1271	24414
1791	1266	24418
1792	1270	24423
1793	1265	24428
1794	1269	24433
1795	1264	24438
1796	1268	24443
1797	1263	24448
1798	1267	24453
1799	1262	24458
1800	1262	24463
1801	1261	24468
1802	1261	24473
1803	1260	24478
1804	1260	24483
1805	1260	24488
1806	1259	24493
1807	1259	24497
1808	1258	24502
1809	1258	24507
1810	1258	24512
1811	1257	24517
1812	1257	24522
1813	1256	24527
1814	1256	24532
1815	1256	24537
1816	1255	24542
1817	1255	24547
1818	1254	24551
1819	1254	24556
1820	1254	24561
1821	1253	24566
1822	1253	24571
1823	1253	24576
1824	1252	24581
1825	1252	24586
1826	1251	24591
1827	1251	24595
1828	1251	24600
1829	1250	24605
1830	1250	24610
1831	1249	24615
1832	1249	24620
1833	1249	24625
1834	1248	24630
1835	1248	24634
1836	1247	24639
1837	1247	24644
1838	1247	24649
1839	1246	24654
1840	1246	24659
1841	1246	24664
1842	1245	24669
1843	1245	24673
1844	1244	24678
1845	1244	24683
1846	1244	24688
1847	1243	24693
1848	1243	24698
1849	1242	24703
1850	1242	24707
1851	1242	24712
1852	1241	24717
1853	1241	24722
1854	1240	24727
1855	1240	24732
1856	1240	24737
1857	1239	24741
1858	1239	24746
1859	1238	24751
1860	1238	24756
1861	1238	24761
1862	1237	24766
1863	1237	24770
1864	1237	24775
1865	1236	24780
1866	1236	24785
1867	1235	24790
1868	1235	24794
1869	1235	24799
1870	1234	24804
1871	1234	24809
1872	1233	24814
1873	1233	24819
1874	1233	24823
1875	1232	24828
1876	1232	24833
1877	1231	24838
1878	1231	24843
1879	1231	24847
1880	1230	24852
1881	1230	24857
1882	1229	24862
1883	1229	24867
1884	1229	24871
1885	1228	24876
1886	1228	24881
1887	1228	24886
1888	1227	24891
1889	1227	24895
1890	1226	24900
1891	1226	24905
1892	1226	24910
1893	1225	24915
1894	1225	24919
1895	1224	24924
1896	1224	24929
1897	1224	24934
1898	1223	24939
1899	1223	24943
1900	1222	24948
1901	1222	24953
1902	1222	24958
1903	1221	24962
1904	1221	24967
1905	1221	24972
1906	1220	24977
1907	1220	24981
1908	1219	24986
1909	1219	24991
1910	1219	24996
1911	1218	25000
1912	1218	25005
1913	1217	25010
1914	1217	25015
1915	1217	25020
1916	1216	25024
1917	1216	25029
1918	1215	25034
1919	1215	25039
1920	1215	25043
1921	1214	25048
1922	1214	25053
1923	1213	25057
1924	1213	25062
1925	1213	25067
1926	1212	25072
1927	1212	25076
1928	1212	25081
1929	1211	25086
1930	1211	25091
1931	1210	25095
1932	1210	25100
1933	1210	25105
1934	1209	25110
1935	1209	25114
1936	1208	25119
1937	1208	25124
1938	1208	25128
1939	1207	25133
1940	1207	25138
1941	1206	25143
1942	1206	25147
1943	1206	25152
1944	1205	25157
1945	1205	25161
1946	1204	25166
1947	1204	25171
1948	1204	25175
1949	1203	25180
1950	1203	25185
1951	1203	25190
1952	1202	25194
1953	1202	25199
1954	1201	25204
1955	1201	25208
1956	1201	25213
1957	1200	25218
1958	1200	25222
1959	1199	25227
1960	1199	25232
1961	1199	25236
1962	1198	25241
1963	1198	25246
1964	1197	25251
1965	1197	25255
1966	1197	25260
1967	1196	25265
1968	1196	25269
1969	1196	25274
1970	1195	25279
1971	1195	25283
1972	1194	25288
1973	1194	25293
1974	1194	25297
1975	1193	25302
1976	1193	25307
1977	1192	25311
1978	1192	25316
1979	1192	25320
1980	1191	25325
1981	1191	25330
1982	1190	25334
1983	1190	25339
1984	1190	25344
1985	1189	25348
1986	1189	25353
1987	1188	25358
1988	1188	25362
1989	1188	25367
1990	1187	25372
1991	1187	25376
1992	1187	25381
1993	1186	25385
1994	1186	25390
1995	1185	25395
1996	1185	25399
1997	1185	25404
1998	1184	25409
1999	1184	25413
2000	1183	25418
2001	1183	25423
2002	1183	25427
2003	1182	25432
2004	1182	25436
2005	1181	25441
2006	1181	25446
2007	1181	25450
2008	1180	25455
2009	1180	25459
2010	1179	25464
2011	1179	25469
2012	1179	25473
2013	1178	25478
2014	1178	25482
2015	1178	25487
2016	1177	25492
2017	1177	25496
2018	1176	25501
2019	1176	25505
2020	1176	25510
2021	1175	25515
2022	1175	25519
2023	1174	25524
2024	1174	25528
2025	1174	25533
2026	1173	25538
2027	1173	25542
2028	1172	25547
2029	1172	25551
2030	1172	25556
2031	1171	25560
2032	1171	25565
2033	1171	25570
2034	1170	25574
2035	1170	25579
2036	1169	25583
2037	1169	25588
2038	1169	25592
2039	1168	25597
2040	1168	25602
2041	1167	25606
2042	1167	25611
2043	1167	25615
2044	1166	25620
2045	1166	25624
2046	1165	25629
2047	1165	25633
2048	1165	25638
2049	1164	25643
2050	1164	25647
2051	1163	25652
2052	1163	25656
2053	1163	25661
2054	1162	25665
2055	1162	25670
2056	1162	25674
2057	1161	25679
2058	1161	25683
2059	1160	25688
2060	1160	25692
2061	1160	25697
2062	1159	25702
2063	1159	25706
2064	1158	25711
2065	1158	25715
2066	1158	25720
2067	1157	25724
2068	1157	25729
2069	1156	25733
2070	1156	25738
2071	1156	25742
2072	1155	25747
2073	1155	25751
2074	1154	25756
2075	1154	25760
2076	1154	25765
2077	1153	25769
2078	1153	25774
2079	1153	25778
2080	1152	25783
2081	1152	25787
2082	1151	25792
2083	1151	25796
2084	1151	25801
2085	1150	25805
2086	1150	25810
2087	1149	25814
2088	1149	25819
2089	1149	25823
2090	1148	25828
2091	1148	25832
2092	1147	25837
2093	1147	25841
2094	1147	25846
2095	1146	25850
2096	1146	25855
2097	1146	25859
2098	1145	25863
2099	1145	25868
2100	1144	25872
2101	1144	25877
2102	1144	25881
2103	1143	25886
2104	1143	25890
2105	1142	25895
2106	1142	25899
2107	1142	25904
2108	1141	25908
2109	1141	25913
2110	1140	25917
2111	1140	25922
2112	1140	25926
2113	1139	25930
2114	1139	25935
2115	1138	25939
2116	1138	25944
2117	1138	25948
2118	1137	25953
2119	1137	25957
2120	1137	25962
2121	1136	25966
2122	1136	25970
2123	1135	25975
2124	1135	25979
2125	1135	25984
2126	1134	25988
2127	1134	25993
2128	1133	25997
2129	1133	26001
2130	1133	26006
2131	1132	26010
2132	1132	26015
2133	1131	26019
2134	1131	26024
2135	1131	26028
2136	1130	26032
2137	1130	26037
2138	1129	26041
2139	1129	26046
2140	1129	26050
2141	1128	26054
2142	1128	26059
2143	1128	26063
2144	1127	26068
2145	1127	26072
2146	1126	26076
2147	1126	26081
2148	1126	26085
2149	1125	26090
2150	1125	26094
2151	1124	26098
2152	1124	26103
2153	1124	26107
2154	1123	26112
2155	1123	26116
2156	1122	26120
2157	1122	26125
2158	1122	26129
2159	1121	26133
2160	1121	26138
2161	1121	26142
2162	1120	26147
2163	1120	26151
2164	1119	26155
2165	1119	26160
2166	1119	26164
2167	1118	26168
2168	1118	26173
2169	1117	26177
2170	1117	26182
2171	1117	26186
2172	1116	26190
2173	1116	26195
2174	1115	26199
2175	1115	26203
2176	1115	26208
2177	1114	26212
2178	1114	26216
2179	1113	26221
2180	1113	26225
2181	1113	26229
2182	1112	26234
2183	1112	26238
2184	1112	26242
2185	1111	26247
2186	1111	26251
2187	1110	26255
2188	1110	26260
2189	1110	26264
2190	1109	26268
2191	1109	26273
2192	1108	26277
2193	1108	26281
2194	1108	26286
2195	1107	26290
2196	1107	26294
2197	1106	26299
2198	1106	26303
2199	1106	26307
2200	1105	26312
2201	1105	26316
2202	1104	26320
2203	1104	26325
2204	1104	26329
2205	1103	26333
2206	1103	26338
2207	1103	26342
2208	1102	26346
2209	1102	26351
2210	1101	26355
2211	1101	26359
2212	1101	26363
2213	1100	26368
2214	1100	26372
2215	1099	26376
2216	1099	26381
2217	1099	26385
2218	1098	26389
2219	1098	26393
2220	1097	26398
2221	1097	26402
2222	1097	26406
2223	1096	26411
2224	1096	26415
2225	1096	26419
2226	1095	26423
2227	1095	26428
2228	1094	26432
2229	1094	26436
2230	1094	26441
2231	1093	26445
2232	1093	26449
2233	1092	26453
2234	1092	26458
2235	1092	26462
2236	1091	26466
2237	1091	26470
2238	1090	26475
2239	1090	26479
2240	1090	26483
2241	1089	26487
2242	1089	26492
2243	1088	26496
2244	1088	26500
2245	1088	26504
2246	1087	26509
2247	1087	26513
2248	1087	26517
2249	1086	26521
2250	1086	26526
2251	1085	26530
2252	1085	26534
2253	1085	26538
2254	1084	26543
2255	1084	26547
2256	1083	26551
2257	1083	26555
2258	1083	26560
2259	1082	26564
2260	1082	26568
2261	1081	26572
2262	1081	26576
2263	1081	26581
2264	1080	26585
2265	1080	26589
2266	1079	26593
2267	1079	26598
2268	1079	26602
2269	1078	26606
2270	1078	26610
2271	1078	26614
2272	1077	26619
2273	1077	26623
2274	1076	26627
2275	1076	26631
2276	1076	26635
2277	1075	26640
2278	1075	26644
2279	1074	26648
2280	1074	26652
2281	1074	26656
2282	1073	26661
2283	1073	26665
2284	1072	26669
2285	1072	26673
2286	1072	26677
2287	1071	26682
2288	1071	26686
2289	1071	26690
2290	1070	26694
2291	1070	26698
2292	1069	26702
2293	1069	26707
2294	1069	26711
2295	1068	26715
2296	1068	26719
2297	1067	26723
2298	1067	26727
2299	1067	26732
2300	1066	26736
2301	1066	26740
2302	1065	26744
2303	1065	26748
2304	1065	26752
2305	1064	26757
2306	1064	26761
2307	1063	26765
2308	1063	26769
2309	1063	26773
2310	1062	26777
2311	1062	26781
2312	1062	26786
2313	1061	26790
2314	1061	26794
2315	1060	26798
2316	1060	26802
2317	1060	26806
2318	1059	26810
2319	1059	26815
2320	1058	26819
2321	1058	26823
2322	1058	26827
2323	1057	26831
2324	1057	26835
2325	1056	26839
2326	1056	26844
2327	1056	26848
2328	1055	26852
2329	1055	26856
2330	1054	26860
2331	1054	26864
2332	1054	26868
2333	1053	26872
2334	1053	26876
2335	1053	26881
2336	1052	26885
2337	1052	26889
2338	1051	26893
2339	1051	26897
2340	1051	26901
2341	1050	26905
2342	1050	26909
2343	1049	26913
2344	1049	26918
2345	1049	26922
2346	1048	26926
2347	1048	26930
2348	1047	26934
2349	1047	26938
2350	1047	26942
2351	1046	26946
2352	1046	26950
2353	1046	26954
2354	1045	26958
2355	1045	26963
2356	1044	26967
2357	1044	26971
2358	1044	26975
2359	1043	26979
2360	1043	26983
2361	1042	26987
2362	1042	26991
2363	1042	26995
2364	1041	26999
2365	1041	27003
2366	1040	27007
2367	1040	27011
2368	1040	27015
2369	1039	27019
2370	1039	27024
2371	1038	27028
2372	1038	27032
2373	1038	27036
2374	1037	27040
2375	1037	27044
2376	1037	27048
2377	1036	27052
2378	1036	27056
2379	1035	27060
2380	1035	27064
2381	1035	27068
2382	1034	27072
2383	1034	27076
2384	1033	27080
2385	1033	27084
2386	1033	27088
2387	1032	27092
2388	1032	27096
2389	1031	27100
2390	1031	27104
2391	1031	27108
2392	1030	27112
2393	1030	27116
2394	1029	27120
2395	1029	27124
2396	1029	27129
2397	1028	27133
2398	1028	27137
2399	1028	27141
2400	1027	27145
2401	1027	27149
2402	1026	27153
2403	1026	27157
2404	1026	27161
2405	1025	27165
2406	1025	27169
2407	1024	27173
2408	1024	27177
2409	1024	27181
2410	1023	27185
2411	1023	27189
2412	1022	27193
2413	1022	27197
2414	1022	27201
2415	1021	27205
2416	1021	27209
2417	1021	27213
2418	1020	27217
2419	1020	27221
2420	1019	27224
2421	1019	27228
2422	1019	27232
2423	1018	27236
2424	1018	27240
2425	1017	27244
2426	1017	27248
2427	1017	27252
2428	1016	27256
2429	1016	27260
2430	1015	27264
2431	1015	27268
2432	1015	27272
2433	1014	27276
2434	1014	27280
2435	1013	27284
2436	1013	27288
2437	1013	27292
2438	1012	27296
2439	1012	27300
2440	1012	27304
2441	1011	27308
2442	1011	27312
2443	1010	27316
2444	1010	27320
2445	1010	27324
2446	1009	27327
2447	1009	27331
2448	1008	27335
2449	1008	27339
2450	1008	27343
2451	1007	27347
2452	1007	27351
2453	1006	27355
2454	1006	27359
2455	1006	27363
2456	1005	27367
2457	1005	27371
2458	1004	27375
2459	1004	27379
2460	1004	27383
2461	1003	27386
2462	1003	27390
2463	1003	27394
2464	1002	27398
2465	1002	27402
2466	1001	27406
2467	1001	27410
2468	1001	27414
2469	1000	27418
2470	1000	27422
2471	999	27426
2472	999	27429
2473	999	27433
2474	998	27437
2475	998	27441
2476	997	27445
2477	997	27449
2478	997	27453
2479	996	27457
2480	996	27461
2481	996	27464
2482	995	27468
2483	995	27472
2484	994	27476
2485	994	27480
2486	994	27484
2487	993	27488
2488	993	27492
2489	992	27496
2490	992	27499
2491	992	27503
2492	991	27507
2493	991	27511
2494	990	27515
2495	990	27519
2496	990	27523
2497	989	27527
2498	989	27530
2499	988	27534
2500	988	27538
2501	988	27542
2502	987	27546
2503	987	27550
2504	987	27554
2505	986	27557
2506	986	27561
2507	985	27565
2508	985	27569
2509	985	27573
2510	984	27577
2511	984	27580
2512	983	27584
2513	983	27588
2514	983	27592
2515	982	27596
2516	982	27600
2517	981	27603
2518	981	27607
2519	981	27611
2520	980	27615
2521	980	27619
2522	979	27623
2523	979	27626
2524	979	27630
2525	978	27634
2526	978	27638
2527	978	27642
2528	977	27646
2529	977	27649
2530	976	27653
2531	976	27657
2532	976	27661
2533	975	27665
2534	975	27668
2535	974	27672
2536	974	27676
2537	974	27680
2538	973	27684
2539	973	27687
2540	972	27691
2541	972	27695
2542	972	27699
2543	971	27703
2544	971	27706
2545	971	27710
2546	970	27714
2547	970	27718
2548	969	27722
2549	969	27725
2550	969	27729
2551	968	27733
2552	968	27737
2553	967	27740
2554	967	27744
2555	967	27748
2556	966	27752
2557	966	27756
2558	965	27759
2559	965	27763
2560	965	27767
2561	964	27771
2562	964	27774
2563	963	27778
2564	963	27782
2565	963	27786
2566	962	27789
2567	962	27793
2568	962	27797
2569	961	27801
2570	961	27804
2571	960	27808
2572	960	27812
2573	960	27816
2574	959	27819
2575	959	27823
2576	958	27827
2577	958	27831
2578	958	27834
2579	957	27838
2580	957	27842
2581	956	27846
2582	956	27849
2583	956	27853
2584	955	27857
2585	955	27861
2586	954	27864
2587	954	27868
2588	954	27872
2589	953	27875
2590	953	27879
2591	953	27883
2592	952	27887
2593	952	27890
2594	951	27894
2595	951	27898
2596	951	27902
2597	950	27905
2598	950	27909
2599	949	27913
2600	949	27916
2601	949	27920
2602	948	27924
2603	948	27927
2604	947	27931
2605	947	27935
2606	947	27939
2607	946	27942
2608	946	27946
2609	946	27950
2610	945	27953
2611	945	27957
2612	944	27961
2613	944	27964
2614	944	27968
2615	943	27972
2616	943	27975
2617	942	27979
2618	942	27983
2619	942	27987
2620	941	27990
2621	941	27994
2622	940	27998
2623	940	28001
2624	940	28005
2625	939	28009
2626	939	28012
2627	938	28016
2628	938	28020
2629	938	28023
2630	937	28027
2631	937	28031
2632	937	28034
2633	936	28038
2634	936	28041
2635	935	28045
2636	935	28049
2637	935	28052
2638	934	28056
2639	934	28060
2640	933	28063
2641	933	28067
2642	933	28071
2643	932	28074
2644	932	28078
2645	931	28082
2646	931	28085
2647	931	28089
2648	930	28093
2649	930	28096
2650	929	28100
2651	929	28103
2652	929	28107
2653	928	28111
2654	928	28114
2655	928	28118
2656	927	28122
2657	927	28125
2658	926	28129
2659	926	28132
2660	926	28136
2661	925	28140
2662	925	28143
2663	924	28147
2664	924	28150
2665	924	28154
2666	923	28158
2667	923	28161
2668	922	28165
2669	922	28168
2670	922	28172
2671	921	28176
2672	921	28179
2673	921	28183
2674	920	28186
2675	920	28190
2676	919	28194
2677	919	28197
2678	919	28201
2679	918	28204
2680	918	28208
2681	917	28212
2682	917	28215
2683	917	28219
2684	916	28222
2685	916	28226
2686	915	28229
2687	915	28233
2688	915	28237
2689	914	28240
2690	914	28244
2691	913	28247
2692	913	28251
2693	913	28254
2694	912	28258
2695	912	28262
2696	912	28265
2697	911	28269
2698	911	28272
2699	910	28276
2700	910	28279
2701	910	28283
2702	909	28286
2703	909	28290
2704	908	28294
2705	908	28297
2706	908	28301
2707	907	28304
2708	907	28308
2709	906	28311
2710	906	28315
2711	906	28318
2712	905	28322
2713	905	28325
2714	904	28329
2715	904	28332
2716	904	28336
2717	903	28340
2718	903	28343
2719	903	28347
2720	902	28350
2721	902	28354
2722	901	28357
2723	901	28361
2724	901	28364
2725	900	28368
2726	900	28371
2727	899	28375
2728	899	28378
2729	899	28382
2730	898	28385
2731	898	28389
2732	897	28392
2733	897	28396
2734	897	28399
2735	896	28403
2736	896	28406
2737	896	28410
2738	895	28413
2739	895	28417
2740	894	28420
2741	894	28424
2742	894	28427
2743	893	28431
2744	893	28434
2745	892	28438
2746	892	28441
2747	892	28445
2748	891	28448
2749	891	28452
2750	890	28455
2751	890	28459
2752	890	28462
2753	889	28466
2754	889	28469
2755	888	28473
2756	888	28476
2757	888	28479
2758	887	28483
2759	887	28486
2760	887	28490
2761	886	28493
2762	886	28497
2763	885	28500
2764	885	28504
2765	885	28507
2766	884	28511
2767	884	28514
2768	883	28517
2769	883	28521
2770	883	28524
2771	882	28528
2772	882	28531
2773	881	28535
2774	881	28538
2775	881	28542
2776	880	28545
2777	880	28548
2778	879	28552
2779	879	28555
2780	879	28559
2781	878	28562
2782	878	28566
2783	878	28569
2784	877	28572
2785	877	28576
2786	876	28579
2787	876	28583
2788	876	28586
2789	875	28590
2790	875	28593
2791	874	28596
2792	874	28600
2793	874	28603
2794	873	28607
2795	873	28610
2796	872	28613
2797	872	28617
2798	872	28620
2799	871	28624
2800	871	28627
2801	871	28631
2802	870	28634
2803	870	28637
2804	869	28641
2805	869	28644
2806	869	28647
2807	868	28651
2808	868	28654
2809	867	28658
2810	867	28661
2811	867	28664
2812	866	28668
2813	866	28671
2814	865	28675
2815	865	28678
2816	865	28681
2817	864	28685
2818	864	28688
2819	863	28691
2820	863	28695
2821	863	28698
2822	862	28702
2823	862	28705
2824	862	28708
2825	861	28712
2826	861	28715
2827	860	28718
2828	860	28722
2829	860	28725
2830	859	28728
2831	859	28732
2832	858	28735
2833	858	28739
2834	858	28742
2835	857	28745
2836	857	28749
2837	856	28752
2838	856	28755
2839	856	28759
2840	855	28762
2841	855	28765
2842	854	28769
2843	854	28772
2844	854	28775
2845	853	28779
2846	853	28782
2847	853	28785
2848	852	28789
2849	852	28792
2850	851	28795
2851	851	28799
2852	851	28802
2853	850	28805
2854	850	28809
2855	849	28812
2856	849	28815
2857	849	28818
2858	848	28822
2859	848	28825
2860	847	28828
2861	847	28832
2862	847	28835
2863	846	28838
2864	846	28842
2865	846	28845
2866	845	28848
2867	845	28852
2868	844	28855
2869	844	28858
2870	844	28861
2871	843	28865
2872	843	28868
2873	842	28871
2874	842	28875
2875	842	28878
2876	841	28881
2877	841	28884
2878	840	28888
2879	840	28891
2880	840	28894
2881	839	28898
2882	839	28901
2883	838	28904
2884	838	28907
2885	838	28911
2886	837	28914
2887	837	28917
2888	837	28921
2889	836	28924
2890	836	28927
2891	835	28930
2892	835	28934
2893	835	28937
2894	834	28940
2895	834	28943
2896	833	28947
2897	833	28950
2898	833	28953
2899	832	28956
2900	832	28960
2901	831	28963
2902	831	28966
2903	831	28969
2904	830	28973
2905	830	28976
2906	829	28979
2907	829	28982
2908	829	28986
2909	828	28989
2910	828	28992
2911	828	28995
2912	827	28998
2913	827	29002
2914	826	29005
2915	826	29008
2916	826	29011
2917	825	29015
2918	825	29018
2919	824	29021
2920	824	29024
2921	824	29027
2922	823	29031
2923	823	29034
2924	822	29037
2925	822	29040
2926	822	29044
2927	821	29047
2928	821	29050
2929	821	29053
2930	820	29056
2931	820	29060
2932	819	29063
2933	819	29066
2934	819	29069
2935	818	29072
2936	818	29076
2937	817	29079
2938	817	29082
2939	817	29085
2940	816	29088
2941	816	29092
2942	815	29095
2943	815	29098
2944	815	29101
2945	814	29104
2946	814	29107
2947	813	29111
2948	813	29114
2949	813	29117
2950	812	29120
2951	812	29123
2952	812	29126
2953	811	29130
2954	811	29133
2955	810	29136
2956	810	29139
2957	810	29142
2958	809	29145
2959	809	29149
2960	808	29152
2961	808	29155
2962	808	29158
2963	807	29161
2964	807	29164
2965	806	29168
2966	806	29171
2967	806	29174
2968	805	29177
2969	805	29180
2970	804	29183
2971	804	29186
2972	804	29190
2973	803	29193
2974	803	29196
2975	803	29199
2976	802	29202
2977	802	29205
2978	801	29208
2979	801	29211
2980	801	29215
2981	800	29218
2982	800	29221
2983	799	29224
2984	799	29227
2985	799	29230
2986	798	29233
2987	798	29236
2988	797	29240
2989	797	29243
2990	797	29246
2991	796	29249
2992	796	29252
2993	796	29255
2994	795	29258
2995	795	29261
2996	794	29264
2997	794	29268
2998	794	29271
2999	793	29274
3000	793	29277
3001	792	29280
3002	792	29283
3003	792	29286
3004	791	29289
3005	791	29292
3006	790	29295
3007	790	29298
3008	790	29302
3009	789	29305
3010	789	29308
3011	788	29311
3012	788	29314
3013	788	29317
3014	787	29320
3015	787	29323
3016	787	29326
3017	786	29329
3018	786	29332
3019	785	29335
3020	785	29338
3021	785	29342
3022	784	29345
3023	784	29348
3024	783	29351
3025	783	29354
3026	783	29357
3027	782	29360
3028	782	29363
3029	781	29366
3030	781	29369
3031	781	29372
3032	780	29375
3033	780	29378
3034	779	29381
3035	779	29384
3036	779	29387
3037	778	29390
3038	778	29393
3039	778	29396
3040	777	29399
3041	777	29402
3042	776	29406
3043	776	29409
3044	776	29412
3045	775	29415
3046	775	29418
3047	774	29421
3048	774	29424
3049	774	29427
3050	773	29430
3051	773	29433
3052	772	29436
3053	772	29439
3054	772	29442
3055	771	29445
3056	771	29448
3057	771	29451
3058	770	29454
3059	770	29457
3060	769	29460
3061	769	29463
3062	769	29466
3063	768	29469
3064	768	29472
3065	767	29475
3066	767	29478
3067	767	29481
3068	766	29484
3069	766	29487
3070	765	29490
3071	765	29493
3072	765	29496
3073	764	29499
3074	764	29502
3075	763	29505
3076	763	29508
3077	763	29511
3078	762	29514
3079	762	29517
3080	762	29520
3081	761	29523
3082	761	29526
3083	760	29529
3084	760	29532
3085	760	29534
3086	759	29537
3087	759	29540
3088	758	29543
3089	758	29546
3090	758	29549
3091	757	29552
3092	757	29555
3093	756	29558
3094	756	29561
3095	756	29564
3096	755	29567
3097	755	29570
3098	754	29573
3099	754	29576
3100	754	29579
3101	753	29582
3102	753	29585
3103	753	29588
3104	752	29591
3105	752	29593
3106	751	29596
3107	751	29599
3108	751	29602
3109	750	29605
3110	750	29608
3111	749	29611
3112	749	29614
3113	749	29617
3114	748	29620
3115	748	29623
3116	747	29626
3117	747	29629
3118	747	29632
3119	746	29634
3120	746	29637
3121	746	29640
3122	745	29643
3123	745	29646
3124	744	29649
3125	744	29652
3126	744	29655
3127	743	29658
3128	743	29661
3129	742	29664
3130	742	29666
3131	742	29669
3132	741	29672
3133	741	29675
3134	740	29678
3135	740	29681
3136	740	29684
3137	739	29687
3138	739	29690
3139	738	29692
3140	738	29695
3141	738	29698
3142	737	29701
3143	737	29704
3144	737	29707
3145	736	29710
3146	736	29713
3147	735	29715
3148	735	29718
3149	735	29721
3150	734	29724
3151	734	29727
3152	733	29730
3153	733	29733
3154	733	29736
3155	732	29738
3156	732	29741
3157	731	29744
3158	731	29747
3159	731	29750
3160	730	29753
3161	730	29756
3162	729	29758
3163	729	29761
3164	729	29764
3165	728	29767
3166	728	29770
3167	728	29773
3168	727	29775
3169	727	29778
3170	726	29781
3171	726	29784
3172	726	29787
3173	725	29790
3174	725	29792
3175	724	29795
3176	724	29798
3177	724	29801
3178	723	29804
3179	723	29807
3180	722	29809
3181	722	29812
3182	722	29815
3183	721	29818
3184	721	29821
3185	721	29823
3186	720	29826
3187	720	29829
3188	719	29832
3189	719	29835
3190	719	29838
3191	718	29840
3192	718	29843
3193	717	29846
3194	717	29849
3195	717	29852
3196	716	29854
3197	716	29857
3198	715	29860
3199	715	29863
3200	715	29866
3201	714	29868
3202	714	29871
3203	713	29874
3204	713	29877
3205	713	29879
3206	712	29882
3207	712	29885
3208	712	29888
3209	711	29891
3210	711	29893
3211	710	29896
3212	710	29899
3213	710	29902
3214	709	29904
3215	709	29907
3216	708	29910
3217	708	29913
3218	708	29916
3219	707	29918
3220	707	29921
3221	706	29924
3222	706	29927
3223	706	29929
3224	705	29932
3225	705	29935
3226	704	29938
3227	704	29940
3228	704	29943
3229	703	29946
3230	703	29949
3231	703	29951
3232	702	29954
3233	702	29957
3234	701	29960
3235	701	29962
3236	701	29965
3237	700	29968
3238	700	29970
3239	699	29973
3240	699	29976
3241	699	29979
3242	698	29981
3243	698	29984
3244	697	29987
3245	697	29990
3246	697	29992
3247	696	29995
3248	696	29998
3249	696	30000
3250	695	30003
3251	695	30006
3252	694	30009
3253	694	30011
3254	694	30014
3255	693	30017
3256	693	30019
3257	692	30022
3258	692	30025
3259	692	30028
3260	691	30030
3261	691	30033
3262	690	30036
3263	690	30038
3264	690	30041
3265	689	30044
3266	689	30046
3267	688	30049
3268	688	30052
3269	688	30054
3270	687	30057
3271	687	30060
3272	687	30062
3273	686	30065
3274	686	30068
3275	685	30071
3276	685	30073
3277	685	30076
3278	684	30079
3279	684	30081
3280	683	30084
3281	683	30087
3282	683	30089
3283	682	30092
3284	682	30095
3285	681	30097
3286	681	30100
3287	681	30103
3288	680	30105
3289	680	30108
3290	679	30111
3291	679	30113
3292	679	30116
3293	678	30118
3294	678	30121
3295	678	30124
3296	677	30126
3297	677	30129
3298	676	30132
3299	676	30134
3300	676	30137
3301	675	30140
3302	675	30142
3303	674	30145
3304	674	30148
3305	674	30150
3306	673	30153
