n	y[n]	INTEG(y[n])
3307	673	30155
3308	672	30158
3309	672	30161
3310	672	30163
3311	671	30166
3312	671	30169
3313	671	30171
3314	670	30174
3315	670	30176
3316	669	30179
3317	669	30182
3318	669	30184
3319	668	30187
3320	668	30189
3321	667	30192
3322	667	30195
3323	667	30197
3324	666	30200
3325	666	30202
3326	665	30205
3327	665	30208
3328	665	30210
3329	664	30213
3330	664	30215
3331	663	30218
3332	663	30221
3333	663	30223
3334	662	30226
3335	662	30228
3336	662	30231
3337	661	30234
3338	661	30236
3339	660	30239
3340	660	30241
3341	660	30244
3342	659	30246
3343	659	30249
3344	658	30252
3345	658	30254
3346	658	30257
3347	657	30259
3348	657	30262
3349	656	30264
3350	656	30267
3351	656	30270
3352	655	30272
3353	655	30275
3354	654	30277
3355	654	30280
3356	654	30282
3357	653	30285
3358	653	30287
3359	653	30290
3360	652	30293
3361	652	30295
3362	651	30298
3363	651	30300
3364	651	30303
3365	650	30305
3366	650	30308
3367	649	30310
3368	649	30313
3369	649	30315
3370	648	30318
3371	648	30320
3372	647	30323
3373	647	30325
3374	647	30328
3375	646	30331
3376	646	30333
3377	646	30336
3378	645	30338
3379	645	30341
3380	644	30343
3381	644	30346
3382	644	30348
3383	643	30351
3384	643	30353
3385	642	30356
3386	642	30358
3387	642	30361
3388	641	30363
3389	641	30366
3390	640	30368
3391	640	30371
3392	640	30373
3393	639	30376
3394	639	30378
3395	638	30381
3396	638	30383
3397	638	30386
3398	637	30388
3399	637	30391
3400	637	30393
3401	636	30396
3402	636	30398
3403	635	30401
3404	635	30403
3405	635	30406
3406	634	30408
3407	634	30411
3408	633	30413
3409	633	30415
3410	633	30418
3411	632	30420
3412	632	30423
3413	631	30425
3414	631	30428
3415	631	30430
3416	630	30433
3417	630	30435
3418	629	30438
3419	629	30440
3420	629	30443
3421	628	30445
3422	628	30447
3423	628	30450
3424	627	30452
3425	627	30455
3426	626	30457
3427	626	30460
3428	626	30462
3429	625	30465
3430	625	30467
3431	624	30469
3432	624	30472
3433	624	30474
3434	623	30477
3435	623	30479
3436	622	30482
3437	622	30484
3438	622	30487
3439	621	30489
3440	621	30491
3441	621	30494
3442	620	30496
3443	620	30499
3444	619	30501
3445	619	30503
3446	619	30506
3447	618	30508
3448	618	30511
3449	617	30513
3450	617	30516
3451	617	30518
3452	616	30520
3453	616	30523
3454	615	30525
3455	615	30528
3456	615	30530
3457	614	30532
3458	614	30535
3459	613	30537
3460	613	30540
3461	613	30542
3462	612	30544
3463	612	30547
3464	612	30549
3465	611	30552
3466	611	30554
3467	610	30556
3468	610	30559
3469	610	30561
3470	609	30563
3471	609	30566
3472	608	30568
3473	608	30571
3474	608	30573
3475	607	30575
3476	607	30578
3477	606	30580
3478	606	30582
3479	606	30585
3480	605	30587
3481	605	30589
3482	604	30592
3483	604	30594
3484	604	30597
3485	603	30599
3486	603	30601
3487	603	30604
3488	602	30606
3489	602	30608
3490	601	30611
3491	601	30613
3492	601	30615
3493	600	30618
3494	600	30620
3495	599	30622
3496	599	30625
3497	599	30627
3498	598	30629
3499	598	30632
3500	597	30634
3501	597	30636
3502	597	30639
3503	596	30641
3504	596	30643
3505	596	30646
3506	595	30648
3507	595	30650
3508	594	30653
3509	594	30655
3510	594	30657
3511	593	30660
3512	593	30662
3513	592	30664
3514	592	30667
3515	592	30669
3516	591	30671
3517	591	30674
3518	590	30676
3519	590	30678
3520	590	30680
3521	589	30683
3522	589	30685
3523	588	30687
3524	588	30690
3525	588	30692
3526	587	30694
3527	587	30697
3528	587	30699
3529	586	30701
3530	586	30703
3531	585	30706
3532	585	30708
3533	585	30710
3534	584	30713
3535	584	30715
3536	583	30717
3537	583	30719
3538	583	30722
3539	582	30724
3540	582	30726
3541	581	30728
3542	581	30731
3543	581	30733
3544	580	30735
3545	580	30738
3546	579	30740
3547	579	30742
3548	579	30744
3549	578	30747
3550	578	30749
3551	578	30751
3552	577	30753
3553	577	30756
3554	576	30758
3555	576	30760
3556	576	30762
3557	575	30765
3558	575	30767
3559	574	30769
3560	574	30771
3561	574	30774
3562	573	30776
3563	573	30778
3564	572	30780
3565	572	30783
3566	572	30785
3567	571	30787
3568	571	30789
3569	571	30791
3570	570	30794
3571	570	30796
3572	569	30798
3573	569	30800
3574	569	30803
3575	568	30805
3576	568	30807
3577	567	30809
3578	567	30811
3579	567	30814
3580	566	30816
3581	566	30818
3582	565	30820
3583	565	30822
3584	565	30825
3585	564	30827
3586	564	30829
3587	563	30831
3588	563	30833
3589	563	30836
3590	562	30838
3591	562	30840
3592	562	30842
3593	561	30844
3594	561	30847
3595	560	30849
3596	560	30851
3597	560	30853
3598	559	30855
3599	559	30858
3600	558	30860
3601	558	30862
3602	558	30864
3603	557	30866
3604	557	30868
3605	556	30871
3606	556	30873
3607	556	30875
3608	555	30877
3609	555	30879
3610	554	30882
3611	554	30884
3612	554	30886
3613	553	30888
3614	553	30890
3615	553	30892
3616	552	30894
3617	552	30897
3618	551	30899
3619	551	30901
3620	551	30903
3621	550	30905
3622	550	30907
3623	549	30910
3624	549	30912
3625	549	30914
3626	548	30916
3627	548	30918
3628	547	30920
3629	547	30922
3630	547	30925
3631	546	30927
3632	546	30929
3633	546	30931
3634	545	30933
3635	545	30935
3636	544	30937
3637	544	30939
3638	544	30942
3639	543	30944
3640	543	30946
3641	542	30948
3642	542	30950
3643	542	30952
3644	541	30954
3645	541	30956
3646	540	30958
3647	540	30961
3648	540	30963
3649	539	30965
3650	539	30967
3651	538	30969
3652	538	30971
3653	538	30973
3654	537	30975
3655	537	30977
3656	537	30979
3657	536	30982
3658	536	30984
3659	535	30986
3660	535	30988
3661	535	30990
3662	534	30992
3663	534	30994
3664	533	30996
3665	533	30998
3666	533	31000
3667	532	31002
3668	532	31005
3669	531	31007
3670	531	31009
3671	531	31011
3672	530	31013
3673	530	31015
3674	529	31017
3675	529	31019
3676	529	31021
3677	528	31023
3678	528	31025
3679	528	31027
3680	527	31029
3681	527	31031
3682	526	31033
3683	526	31035
3684	526	31038
3685	525	31040
3686	525	31042
3687	524	31044
3688	524	31046
3689	524	31048
3690	523	31050
3691	523	31052
3692	522	31054
3693	522	31056
3694	522	31058
3695	521	31060
3696	521	31062
3697	521	31064
3698	520	31066
3699	520	31068
3700	519	31070
3701	519	31072
3702	519	31074
3703	518	31076
3704	518	31078
3705	517	31080
3706	517	31082
3707	517	31084
3708	516	31086
3709	516	31088
3710	515	31090
3711	515	31092
3712	515	31094
3713	514	31096
3714	514	31098
3715	513	31100
3716	513	31102
3717	513	31104
3718	512	31106
3719	512	31108
3720	512	31110
3721	511	31112
3722	511	31114
3723	510	31116
3724	510	31118
3725	510	31120
3726	509	31122
3727	509	31124
3728	508	31126
3729	508	31128
3730	508	31130
3731	507	31132
3732	507	31134
3733	506	31136
3734	506	31138
3735	506	31140
3736	505	31142
3737	505	31144
3738	504	31146
3739	504	31148
3740	504	31150
3741	503	31152
3742	503	31154
3743	503	31156
3744	502	31158
3745	502	31160
3746	501	31162
3747	501	31164
3748	501	31166
3749	500	31168
3750	500	31170
3751	499	31172
3752	499	31174
3753	499	31176
3754	498	31177
3755	498	31179
3756	497	31181
3757	497	31183
3758	497	31185
3759	496	31187
3760	496	31189
3761	496	31191
3762	495	31193
3763	495	31195
3764	494	31197
3765	494	31199
3766	494	31201
3767	493	31203
3768	493	31205
3769	492	31206
3770	492	31208
3771	492	31210
3772	491	31212
3773	491	31214
3774	490	31216
3775	490	31218
3776	490	31220
3777	489	31222
3778	489	31224
3779	488	31226
3780	488	31228
3781	488	31229
3782	487	31231
3783	487	31233
3784	487	31235
3785	486	31237
3786	486	31239
3787	485	31241
3788	485	31243
3789	485	31245
3790	484	31247
3791	484	31248
3792	483	31250
3793	483	31252
3794	483	31254
3795	482	31256
3796	482	31258
3797	481	31260
3798	481	31262
3799	481	31263
3800	480	31265
3801	480	31267
3802	479	31269
3803	479	31271
3804	479	31273
3805	478	31275
3806	478	31277
3807	478	31278
3808	477	31280
3809	477	31282
3810	476	31284
3811	476	31286
3812	476	31288
3813	475	31290
3814	475	31291
3815	474	31293
3816	474	31295
3817	474	31297
3818	473	31299
3819	473	31301
3820	472	31303
3821	472	31304
3822	472	31306
3823	471	31308
3824	471	31310
3825	471	31312
3826	470	31314
3827	470	31315
3828	469	31317
3829	469	31319
3830	469	31321
3831	468	31323
3832	468	31325
3833	467	31326
3834	467	31328
3835	467	31330
3836	466	31332
3837	466	31334
3838	465	31336
3839	465	31337
3840	465	31339
3841	464	31341
3842	464	31343
3843	463	31345
3844	463	31346
3845	463	31348
3846	462	31350
3847	462	31352
3848	462	31354
3849	461	31355
3850	461	31357
3851	460	31359
3852	460	31361
3853	460	31363
3854	459	31364
3855	459	31366
3856	458	31368
3857	458	31370
3858	458	31372
3859	457	31373
3860	457	31375
3861	456	31377
3862	456	31379
3863	456	31380
3864	455	31382
3865	455	31384
3866	454	31386
3867	454	31388
3868	454	31389
3869	453	31391
3870	453	31393
3871	453	31395
3872	452	31396
3873	452	31398
3874	451	31400
3875	451	31402
3876	451	31403
3877	450	31405
3878	450	31407
3879	449	31409
3880	449	31410
3881	449	31412
3882	448	31414
3883	448	31416
3884	447	31417
3885	447	31419
3886	447	31421
3887	446	31423
3888	446	31424
3889	446	31426
3890	445	31428
3891	445	31430
3892	444	31431
3893	444	31433
3894	444	31435
3895	443	31437
3896	443	31438
3897	442	31440
3898	442	31442
3899	442	31444
3900	441	31445
3901	441	31447
3902	440	31449
3903	440	31450
3904	440	31452
3905	439	31454
3906	439	31456
3907	438	31457
3908	438	31459
3909	438	31461
3910	437	31462
3911	437	31464
3912	437	31466
3913	436	31468
3914	436	31469
3915	435	31471
3916	435	31473
3917	435	31474
3918	434	31476
3919	434	31478
3920	433	31479
3921	433	31481
3922	433	31483
3923	432	31484
3924	432	31486
3925	431	31488
3926	431	31490
3927	431	31491
3928	430	31493
3929	430	31495
3930	429	31496
3931	429	31498
3932	429	31500
3933	428	31501
3934	428	31503
3935	428	31505
3936	427	31506
3937	427	31508
3938	426	31510
3939	426	31511
3940	426	31513
3941	425	31515
3942	425	31516
3943	424	31518
3944	424	31520
3945	424	31521
3946	423	31523
3947	423	31525
3948	422	31526
3949	422	31528
3950	422	31529
3951	421	31531
3952	421	31533
3953	421	31534
3954	420	31536
3955	420	31538
3956	419	31539
3957	419	31541
3958	419	31543
3959	418	31544
3960	418	31546
3961	417	31548
3962	417	31549
3963	417	31551
3964	416	31552
3965	416	31554
3966	415	31556
3967	415	31557
3968	415	31559
3969	414	31560
3970	414	31562
3971	413	31564
3972	413	31565
3973	413	31567
3974	412	31569
3975	412	31570
3976	412	31572
3977	411	31573
3978	411	31575
3979	410	31577
3980	410	31578
3981	410	31580
3982	409	31581
3983	409	31583
3984	408	31585
3985	408	31586
3986	408	31588
3987	407	31589
3988	407	31591
3989	406	31593
3990	406	31594
3991	406	31596
3992	405	31597
3993	405	31599
3994	404	31600
3995	404	31602
3996	404	31604
3997	403	31605
3998	403	31607
3999	403	31608
4000	402	31610
4001	402	31611
4002	401	31613
4003	401	31615
4004	401	31616
4005	400	31618
4006	400	31619
4007	399	31621
4008	399	31622
4009	399	31624
4010	398	31626
4011	398	31627
4012	397	31629
4013	397	31630
4014	397	31632
4015	396	31633
4016	396	31635
4017	396	31636
4018	395	31638
4019	395	31639
4020	394	31641
4021	394	31643
4022	394	31644
4023	393	31646
4024	393	31647
4025	392	31649
4026	392	31650
4027	392	31652
4028	391	31653
4029	391	31655
4030	390	31656
4031	390	31658
4032	390	31659
4033	389	31661
4034	389	31662
4035	388	31664
4036	388	31665
4037	388	31667
4038	387	31668
4039	387	31670
4040	387	31671
4041	386	31673
4042	386	31674
4043	385	31676
4044	385	31678
4045	385	31679
4046	384	31681
4047	384	31682
4048	383	31684
4049	383	31685
4050	383	31686
4051	382	31688
4052	382	31689
4053	381	31691
4054	381	31692
4055	381	31694
4056	380	31695
4057	380	31697
4058	379	31698
4059	379	31700
4060	379	31701
4061	378	31703
4062	378	31704
4063	378	31706
4064	377	31707
4065	377	31709
4066	376	31710
4067	376	31712
4068	376	31713
4069	375	31715
4070	375	31716
4071	374	31718
4072	374	31719
4073	374	31720
4074	373	31722
4075	373	31723
4076	372	31725
4077	372	31726
4078	372	31728
4079	371	31729
4080	371	31731
4081	371	31732
4082	370	31734
4083	370	31735
4084	369	31736
4085	369	31738
4086	369	31739
4087	368	31741
4088	368	31742
4089	367	31744
4090	367	31745
4091	367	31746
4092	366	31748
4093	366	31749
4094	365	31751
4095	365	31752
4096	365	31754
4097	364	31755
4098	364	31756
4099	363	31758
4100	363	31759
4101	363	31761
4102	362	31762
4103	362	31764
4104	362	31765
4105	361	31766
4106	361	31768
4107	360	31769
4108	360	31771
4109	360	31772
4110	359	31773
4111	359	31775
4112	358	31776
4113	358	31778
4114	358	31779
4115	357	31780
4116	357	31782
4117	356	31783
4118	356	31785
4119	356	31786
4120	355	31787
4121	355	31789
4122	354	31790
4123	354	31791
4124	354	31793
4125	353	31794
4126	353	31796
4127	353	31797
4128	352	31798
4129	352	31800
4130	351	31801
4131	351	31802
4132	351	31804
4133	350	31805
4134	350	31807
4135	349	31808
4136	349	31809
4137	349	31811
4138	348	31812
4139	348	31813
4140	347	31815
4141	347	31816
4142	347	31817
4143	346	31819
4144	346	31820
4145	346	31822
4146	345	31823
4147	345	31824
4148	344	31826
4149	344	31827
4150	344	31828
4151	343	31830
4152	343	31831
4153	342	31832
4154	342	31834
4155	342	31835
4156	341	31836
4157	341	31838
4158	340	31839
4159	340	31840
4160	340	31842
4161	339	31843
4162	339	31844
4163	338	31846
4164	338	31847
4165	338	31848
4166	337	31850
4167	337	31851
4168	337	31852
4169	336	31853
4170	336	31855
4171	335	31856
4172	335	31857
4173	335	31859
4174	334	31860
4175	334	31861
4176	333	31863
4177	333	31864
4178	333	31865
4179	332	31867
4180	332	31868
4181	331	31869
4182	331	31870
4183	331	31872
4184	330	31873
4185	330	31874
4186	329	31876
4187	329	31877
4188	329	31878
4189	328	31879
4190	328	31881
4191	328	31882
4192	327	31883
4193	327	31885
4194	326	31886
4195	326	31887
4196	326	31888
4197	325	31890
4198	325	31891
4199	324	31892
4200	324	31893
4201	324	31895
4202	323	31896
4203	323	31897
4204	322	31898
4205	322	31900
4206	322	31901
4207	321	31902
4208	321	31903
4209	321	31905
4210	320	31906
4211	320	31907
4212	319	31908
4213	319	31910
4214	319	31911
4215	318	31912
4216	318	31913
4217	317	31915
4218	317	31916
4219	317	31917
4220	316	31918
4221	316	31920
4222	315	31921
4223	315	31922
4224	315	31923
4225	314	31925
4226	314	31926
4227	313	31927
4228	313	31928
4229	313	31929
4230	312	31931
4231	312	31932
4232	312	31933
4233	311	31934
4234	311	31936
4235	310	31937
4236	310	31938
4237	310	31939
4238	309	31940
4239	309	31942
4240	308	31943
4241	308	31944
4242	308	31945
4243	307	31946
4244	307	31948
4245	306	31949
4246	306	31950
4247	306	31951
4248	305	31952
4249	305	31954
4250	304	31955
4251	304	31956
4252	304	31957
4253	303	31958
4254	303	31959
4255	303	31961
4256	302	31962
4257	302	31963
4258	301	31964
4259	301	31965
4260	301	31967
4261	300	31968
4262	300	31969
4263	299	31970
4264	299	31971
4265	299	31972
4266	298	31974
4267	298	31975
4268	297	31976
4269	297	31977
4270	297	31978
4271	296	31979
4272	296	31981
4273	296	31982
4274	295	31983
4275	295	31984
4276	294	31985
4277	294	31986
4278	294	31987
4279	293	31989
4280	293	31990
4281	292	31991
4282	292	31992
4283	292	31993
4284	291	31994
4285	291	31995
4286	290	31997
4287	290	31998
4288	290	31999
4289	289	32000
4290	289	32001
4291	288	32002
4292	288	32003
4293	288	32004
4294	287	32006
4295	287	32007
4296	287	32008
4297	286	32009
4298	286	32010
4299	285	32011
4300	285	32012
4301	285	32013
4302	284	32014
4303	284	32016
4304	283	32017
4305	283	32018
4306	283	32019
4307	282	32020
4308	282	32021
4309	281	32022
4310	281	32023
4311	281	32024
4312	280	32026
4313	280	32027
4314	279	32028
4315	279	32029
4316	279	32030
4317	278	32031
4318	278	32032
4319	278	32033
4320	277	32034
4321	277	32035
4322	276	32036
4323	276	32037
4324	276	32039
4325	275	32040
4326	275	32041
4327	274	32042
4328	274	32043
4329	274	32044
4330	273	32045
4331	273	32046
4332	272	32047
4333	272	32048
4334	272	32049
4335	271	32050
4336	271	32051
4337	271	32052
4338	270	32053
4339	270	32054
4340	269	32056
4341	269	32057
4342	269	32058
4343	268	32059
4344	268	32060
4345	267	32061
4346	267	32062
4347	267	32063
4348	266	32064
4349	266	32065
4350	265	32066
4351	265	32067
4352	265	32068
4353	264	32069
4354	264	32070
4355	263	32071
4356	263	32072
4357	263	32073
4358	262	32074
4359	262	32075
4360	262	32076
4361	261	32077
4362	261	32078
4363	260	32079
4364	260	32080
4365	260	32081
4366	259	32082
4367	259	32083
4368	258	32084
4369	258	32085
4370	258	32086
4371	257	32087
4372	257	32088
4373	256	32089
4374	256	32090
4375	256	32091
4376	255	32092
4377	255	32093
4378	254	32094
4379	254	32095
4380	254	32096
4381	253	32097
4382	253	32098
4383	253	32099
4384	252	32100
4385	252	32101
4386	251	32102
4387	251	32103
4388	251	32104
4389	250	32105
4390	250	32106
4391	249	32107
4392	249	32108
4393	249	32109
4394	248	32110
4395	248	32111
4396	247	32112
4397	247	32113
4398	247	32114
4399	246	32115
4400	246	32116
4401	246	32117
4402	245	32118
4403	245	32119
4404	244	32120
4405	244	32121
4406	244	32122
4407	243	32123
4408	243	32124
4409	242	32124
4410	242	32125
4411	242	32126
4412	241	32127
4413	241	32128
4414	240	32129
4415	240	32130
4416	240	32131
4417	239	32132
4418	239	32133
4419	238	32134
4420	238	32135
4421	238	32136
4422	237	32137
4423	237	32138
4424	237	32138
4425	236	32139
4426	236	32140
4427	235	32141
4428	235	32142
4429	235	32143
4430	234	32144
4431	234	32145
4432	233	32146
4433	233	32147
4434	233	32148
4435	232	32149
4436	232	32149
4437	231	32150
4438	231	32151
4439	231	32152
4440	230	32153
4441	230	32154
4442	229	32155
4443	229	32156
4444	229	32157
4445	228	32158
4446	228	32158
4447	228	32159
4448	227	32160
4449	227	32161
4450	226	32162
4451	226	32163
4452	226	32164
4453	225	32165
4454	225	32165
4455	224	32166
4456	224	32167
4457	224	32168
4458	223	32169
4459	223	32170
4460	222	32171
4461	222	32172
4462	222	32172
4463	221	32173
4464	221	32174
4465	221	32175
4466	220	32176
4467	220	32177
4468	219	32178
4469	219	32178
4470	219	32179
4471	218	32180
4472	218	32181
4473	217	32182
4474	217	32183
4475	217	32184
4476	216	32184
4477	216	32185
4478	215	32186
4479	215	32187
4480	215	32188
4481	214	32189
4482	214	32189
4483	213	32190
4484	213	32191
4485	213	32192
4486	212	32193
4487	212	32194
4488	212	32194
4489	211	32195
4490	211	32196
4491	210	32197
4492	210	32198
4493	210	32199
4494	209	32199
4495	209	32200
4496	208	32201
4497	208	32202
4498	208	32203
4499	207	32203
4500	207	32204
4501	206	32205
4502	206	32206
4503	206	32207
4504	205	32207
4505	205	32208
4506	204	32209
4507	204	32210
4508	204	32211
4509	203	32211
4510	203	32212
4511	203	32213
4512	202	32214
4513	202	32215
4514	201	32215
4515	201	32216
4516	201	32217
4517	200	32218
4518	200	32219
4519	199	32219
4520	199	32220
4521	199	32221
4522	198	32222
4523	198	32222
4524	197	32223
4525	197	32224
4526	197	32225
4527	196	32225
4528	196	32226
4529	196	32227
4530	195	32228
4531	195	32229
4532	194	32229
4533	194	32230
4534	194	32231
4535	193	32232
4536	193	32232
4537	192	32233
4538	192	32234
4539	192	32235
4540	191	32235
4541	191	32236
4542	190	32237
4543	190	32238
4544	190	32238
4545	189	32239
4546	189	32240
4547	188	32240
4548	188	32241
4549	188	32242
4550	187	32243
4551	187	32243
4552	187	32244
4553	186	32245
4554	186	32246
4555	185	32246
4556	185	32247
4557	185	32248
4558	184	32248
4559	184	32249
4560	183	32250
4561	183	32251
4562	183	32251
4563	182	32252
4564	182	32253
4565	181	32253
4566	181	32254
4567	181	32255
4568	180	32256
4569	180	32256
4570	179	32257
4571	179	32258
4572	179	32258
4573	178	32259
4574	178	32260
4575	178	32260
4576	177	32261
4577	177	32262
4578	176	32263
4579	176	32263
4580	176	32264
4581	175	32265
4582	175	32265
4583	174	32266
4584	174	32267
4585	174	32267
4586	173	32268
4587	173	32269
4588	172	32269
4589	172	32270
4590	172	32271
4591	171	32271
4592	171	32272
4593	171	32273
4594	170	32273
4595	170	32274
4596	169	32275
4597	169	32275
4598	169	32276
4599	168	32277
4600	168	32277
4601	167	32278
4602	167	32279
4603	167	32279
4604	166	32280
4605	166	32281
4606	165	32281
4607	165	32282
4608	165	32283
4609	164	32283
4610	164	32284
4611	163	32284
4612	163	32285
4613	163	32286
4614	162	32286
4615	162	32287
4616	162	32288
4617	161	32288
4618	161	32289
4619	160	32289
4620	160	32290
4621	160	32291
4622	159	32291
4623	159	32292
4624	158	32293
4625	158	32293
4626	158	32294
4627	157	32294
4628	157	32295
4629	156	32296
4630	156	32296
4631	156	32297
4632	155	32297
4633	155	32298
4634	154	32299
4635	154	32299
4636	154	32300
4637	153	32300
4638	153	32301
4639	153	32302
4640	152	32302
4641	152	32303
4642	151	32303
4643	151	32304
4644	151	32305
4645	150	32305
4646	150	32306
4647	149	32306
4648	149	32307
4649	149	32308
4650	148	32308
4651	148	32309
4652	147	32309
4653	147	32310
4654	147	32310
4655	146	32311
4656	146	32312
4657	146	32312
4658	145	32313
4659	145	32313
4660	144	32314
4661	144	32314
4662	144	32315
4663	143	32316
4664	143	32316
4665	142	32317
4666	142	32317
4667	142	32318
4668	141	32318
4669	141	32319
4670	140	32319
4671	140	32320
4672	140	32320
4673	139	32321
4674	139	32322
4675	138	32322
4676	138	32323
4677	138	32323
4678	137	32324
4679	137	32324
4680	137	32325
4681	136	32325
4682	136	32326
4683	135	32326
4684	135	32327
4685	135	32327
4686	134	32328
4687	134	32328
4688	133	32329
4689	133	32330
4690	133	32330
4691	132	32331
4692	132	32331
4693	131	32332
4694	131	32332
4695	131	32333
4696	130	32333
4697	130	32334
4698	129	32334
4699	129	32335
4700	129	32335
4701	128	32336
4702	128	32336
4703	128	32337
4704	127	32337
4705	127	32338
4706	126	32338
4707	126	32339
4708	126	32339
4709	125	32340
4710	125	32340
4711	124	32341
4712	124	32341
4713	124	32342
4714	123	32342
4715	123	32343
4716	122	32343
4717	122	32343
4718	122	32344
4719	121	32344
4720	121	32345
4721	121	32345
4722	120	32346
4723	120	32346
4724	119	32347
4725	119	32347
4726	119	32348
4727	118	32348
4728	118	32349
4729	117	32349
4730	117	32350
4731	117	32350
4732	116	32350
4733	116	32351
4734	115	32351
4735	115	32352
4736	115	32352
4737	114	32353
4738	114	32353
4739	113	32354
4740	113	32354
4741	113	32354
4742	112	32355
4743	112	32355
4744	112	32356
4745	111	32356
4746	111	32357
4747	110	32357
4748	110	32357
4749	110	32358
4750	109	32358
4751	109	32359
4752	108	32359
4753	108	32360
4754	108	32360
4755	107	32360
4756	107	32361
4757	106	32361
4758	106	32362
4759	106	32362
4760	105	32363
4761	105	32363
4762	104	32363
4763	104	32364
4764	104	32364
4765	103	32365
4766	103	32365
4767	103	32365
4768	102	32366
4769	102	32366
4770	101	32367
4771	101	32367
4772	101	32367
4773	100	32368
4774	100	32368
4775	99	32369
4776	99	32369
4777	99	32369
4778	98	32370
4779	98	32370
4780	97	32370
4781	97	32371
4782	97	32371
4783	96	32372
4784	96	32372
4785	96	32372
4786	95	32373
4787	95	32373
4788	94	32373
4789	94	32374
4790	94	32374
4791	93	32375
4792	93	32375
4793	92	32375
4794	92	32376
4795	92	32376
4796	91	32376
4797	91	32377
4798	90	32377
4799	90	32377
4800	90	32378
4801	89	32378
4802	89	32378
4803	88	32379
4804	88	32379
4805	88	32379
4806	87	32380
4807	87	32380
4808	87	32380
4809	86	32381
4810	86	32381
4811	85	32381
4812	85	32382
4813	85	32382
4814	84	32382
4815	84	32383
4816	83	32383
4817	83	32383
4818	83	32384
4819	82	32384
4820	82	32384
4821	81	32385
4822	81	32385
4823	81	32385
4824	80	32386
4825	80	32386
4826	79	32386
4827	79	32387
4828	79	32387
4829	78	32387
4830	78	32388
4831	78	32388
4832	77	32388
4833	77	32388
4834	76	32389
4835	76	32389
4836	76	32389
4837	75	32390
4838	75	32390
4839	74	32390
4840	74	32390
4841	74	32391
4842	73	32391
4843	73	32391
4844	72	32392
4845	72	32392
4846	72	32392
4847	71	32392
4848	71	32393
4849	71	32393
4850	70	32393
4851	70	32394
4852	69	32394
4853	69	32394
4854	69	32394
4855	68	32395
4856	68	32395
4857	67	32395
4858	67	32395
4859	67	32396
4860	66	32396
4861	66	32396
4862	65	32396
4863	65	32397
4864	65	32397
4865	64	32397
4866	64	32397
4867	63	32398
4868	63	32398
4869	63	32398
4870	62	32398
4871	62	32399
4872	62	32399
4873	61	32399
4874	61	32399
4875	60	32400
4876	60	32400
4877	60	32400
4878	59	32400
4879	59	32401
4880	58	32401
4881	58	32401
4882	58	32401
4883	57	32401
4884	57	32402
4885	56	32402
4886	56	32402
4887	56	32402
4888	55	32403
4889	55	32403
4890	54	32403
4891	54	32403
4892	54	32403
4893	53	32404
4894	53	32404
4895	53	32404
4896	52	32404
4897	52	32404
4898	51	32405
4899	51	32405
4900	51	32405
4901	50	32405
4902	50	32405
4903	49	32406
4904	49	32406
4905	49	32406
4906	48	32406
4907	48	32406
4908	47	32407
4909	47	32407
4910	47	32407
4911	46	32407
4912	46	32407
4913	46	32407
4914	45	32408
4915	45	32408
4916	44	32408
4917	44	32408
4918	44	32408
4919	43	32408
4920	43	32409
4921	42	32409
4922	42	32409
4923	42	32409
4924	41	32409
4925	41	32409
4926	40	32410
4927	40	32410
4928	40	32410
4929	39	32410
4930	39	32410
4931	38	32410
4932	38	32411
4933	38	32411
4934	37	32411
4935	37	32411
4936	37	32411
4937	36	32411
4938	36	32411
4939	35	32412
4940	35	32412
4941	35	32412
4942	34	32412
4943	34	32412
4944	33	32412
4945	33	32412
4946	33	32412
4947	32	32413
4948	32	32413
4949	31	32413
4950	31	32413
4951	31	32413
4952	30	32413
4953	30	32413
4954	29	32413
4955	29	32414
4956	29	32414
4957	28	32414
4958	28	32414
4959	28	32414
4960	27	32414
4961	27	32414
4962	26	32414
4963	26	32414
4964	26	32415
4965	25	32415
4966	25	32415
4967	24	32415
4968	24	32415
4969	24	32415
4970	23	32415
4971	23	32415
4972	22	32415
4973	22	32415
4974	22	32415
4975	21	32416
4976	21	32416
4977	21	32416
4978	20	32416
4979	20	32416
4980	19	32416
4981	19	32416
4982	19	32416
4983	18	32416
4984	18	32416
4985	17	32416
4986	17	32416
4987	17	32416
4988	16	32416
4989	16	32417
4990	15	32417
4991	15	32417
4992	15	32417
4993	14	32417
4994	14	32417
4995	13	32417
4996	13	32417
4997	13	32417
4998	12	32417
4999	12	32417
